completion_ratio,dropped_frame_ratio,dropped_frames,fraction_buffer_below_1s,fraction_buffer_below_2s,fraction_buffer_below_5s,label,max_stall_ms,mean_buffer_s,mean_stall_ms,median_buffer_s,minimum_buffer_s,p05_buffer_s,played_media_s,rebuffer_ratio,run_id,stall_count,stall_free,startup_delay_ms,target_media_s,time_to_first_stall_s,total_frames,total_stall_ms
1.0,0.0,0,0.17123287671232876,0.19863013698630136,0.4931506849315068,smoke-test-6,5456.700000286102,4.372519917808219,5456.700000286102,5.0018905,0.0814319999999995,0.0814319999999995,30.804794,0.18189000000953676,20260714-212208-fb0ec755,1,False,1698.0,30.0,30.017400000095368,738,5456.700000286102
