buffer_after_s,buffer_before_s,duration_ms,end_epoch_ms,end_media_time_s,end_perf_ms,incomplete,stall_index,start_epoch_ms,start_media_time_s,start_perf_ms
3.0012529999999984,0.0814319999999995,5456.700000286102,1784060568756.1,30.031746,39925.60000038147,False,1,1784060563299.4,29.948567,34468.90000009537
