completion_ratio,dropped_frame_ratio,dropped_frames,fraction_buffer_below_1s,fraction_buffer_below_2s,fraction_buffer_below_5s,label,max_stall_ms,mean_buffer_s,mean_stall_ms,median_buffer_s,minimum_buffer_s,p05_buffer_s,played_media_s,rebuffer_ratio,run_id,stall_count,stall_free,startup_delay_ms,target_media_s,time_to_first_stall_s,total_frames,total_stall_ms
1.0,0.0,0,0.281767955801105,0.425414364640884,0.9171270718232044,smoke-two-stream-stream-2-20260714-213602,5871.300000190735,2.301026066298342,2369.8666666348777,2.4805159999999997,0.07132599999999911,0.0775289999999984,30.768185,0.4739733333269755,20260714-213602-68705b61,6,False,6844.099999904633,30.0,2.9915,738,14219.199999809265
