buffer_ahead_s,corrupted_frames,dropped_frames,duration_s,ended,epoch_ms,media_time_s,network_state,paused,perf_ms,playback_rate,ready_state,seeking,total_frames
0,0,0,,False,1784061366238.9001,0,0,True,3544.5999999046326,1,0,False,0
0,0,0,,False,1784061366488.9001,0,0,True,3794.5,1,0,False,0
0,0,0,,False,1784061366738.8,0,2,False,4044.5,1,0,False,0
0,0,0,,False,1784061366988.8,0,2,False,4294.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061367238.8,0,2,False,4544.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061367488.9001,0,2,False,4794.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061367738.8,0,2,False,5044.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061367988.8,0,2,False,5294.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061368238.9001,0,2,False,5544.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061368488.8,0,2,False,5794.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061368738.8,0,2,False,6044.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061368988.9001,0,2,False,6294.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061369238.8,0,2,False,6544.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061369488.9001,0,2,False,6794.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061369738.8,0,2,False,7044.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061369988.7,0,2,False,7294.400000095367,1,0,False,0
0,0,0,8607.359999999766,False,1784061370238.8,0,2,False,7544.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061370488.8,0,2,False,7794.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061370738.8,0,2,False,8044.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061370988.8,0,2,False,8294.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061371238.8,0,2,False,8544.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061371488.9001,0,2,False,8794.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061371738.9001,0,2,False,9044.599999904633,1,0,False,0
0,0,0,8607.359999999766,False,1784061371988.8,0,2,False,9294.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061372238.8,0,2,False,9544.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061372488.8,0,2,False,9794.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061372738.8,0,2,False,10044.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061372988.8,0,2,False,10294.5,1,0,False,0
0,0,0,8607.359999999766,False,1784061373238.8,0,2,False,10544.5,1,0,False,0
2.989154,0,0,8607.359999999766,False,1784061373493.2,0.013845,2,False,10798.900000095367,1,4,False,4
2.772576,0,0,8607.359999999766,False,1784061373738.8,0.230423,2,False,11044.5,1,4,False,10
2.522573,0,0,8607.359999999766,False,1784061373988.8,0.480426,2,False,11294.5,1,4,False,16
2.272548,0,0,8607.359999999766,False,1784061374238.8,0.730451,2,False,11544.5,1,4,False,22
2.022579,0,0,8607.359999999766,False,1784061374488.9001,0.98042,2,False,11794.599999904633,1,4,False,28
1.772542,0,0,8607.359999999766,False,1784061374739,1.230457,2,False,12044.699999809265,1,4,False,34
1.522647,0,0,8607.359999999766,False,1784061374988.8,1.480352,2,False,12294.5,1,4,False,40
1.272668,0,0,8607.359999999766,False,1784061375238.8,1.730331,2,False,12544.5,1,4,False,46
1.02267,0,0,8607.359999999766,False,1784061375488.8,1.980329,2,False,12794.5,1,4,False,52
0.772669,0,0,8607.359999999766,False,1784061375738.8,2.23033,2,False,13044.5,1,4,False,58
0.5226549999999999,0,0,8607.359999999766,False,1784061375988.8,2.480344,2,False,13294.5,1,4,False,64
0.27268099999999995,0,0,8607.359999999766,False,1784061376238.8,2.730318,2,False,13544.5,1,4,False,70
0.08017999999999992,0,0,8607.359999999766,False,1784061376488.8,2.922819,2,False,13794.5,1,2,False,72
0.08017999999999992,0,0,8607.359999999766,False,1784061376738.8,2.922819,2,False,14044.5,1,2,False,72
0.08017999999999992,0,0,8607.359999999766,False,1784061376988.8,2.922819,2,False,14294.5,1,2,False,72
2.981088,0,0,8607.359999999766,False,1784061377238.8,3.024911,2,False,14544.5,1,4,False,77
2.736921,0,0,8607.359999999766,False,1784061377488.7,3.269078,2,False,14794.400000095367,1,4,False,82
2.486881,0,0,8607.359999999766,False,1784061377738.8,3.519118,2,False,15044.5,1,4,False,88
2.2368740000000003,0,0,8607.359999999766,False,1784061377988.9001,3.769125,2,False,15294.599999904633,1,4,False,94
1.9869269999999997,0,0,8607.359999999766,False,1784061378238.8,4.019072,2,False,15544.5,1,4,False,100
1.7368730000000001,0,0,8607.359999999766,False,1784061378488.8,4.269126,2,False,15794.5,1,4,False,106
1.4869000000000003,0,0,8607.359999999766,False,1784061378738.9001,4.519099,2,False,16044.599999904633,1,4,False,112
1.2368630000000005,0,0,8607.359999999766,False,1784061378988.9001,4.769136,2,False,16294.599999904633,1,4,False,118
0.9869209999999997,0,0,8607.359999999766,False,1784061379238.8,5.019078,2,False,16544.5,1,4,False,124
0.7363970000000002,0,0,8607.359999999766,False,1784061379489.3,5.269602,2,False,16795,1,4,False,130
0.4868889999999997,0,0,8607.359999999766,False,1784061379738.8,5.51911,2,False,17044.5,1,4,False,136
0.23694300000000013,0,0,8607.359999999766,False,1784061379988.8,5.769056,2,False,17294.5,1,4,False,142
0.07653100000000013,0,0,8607.359999999766,False,1784061380238.9001,5.929468,2,False,17544.599999904633,1,2,False,144
0.07653100000000013,0,0,8607.359999999766,False,1784061380488.8,5.929468,2,False,17794.5,1,2,False,144
0.07653100000000013,0,0,8607.359999999766,False,1784061380738.9001,5.929468,2,False,18044.599999904633,1,2,False,144
0.07653100000000013,0,0,8607.359999999766,False,1784061380988.8,5.929468,2,False,18294.5,1,2,False,144
0.07653100000000013,0,0,8607.359999999766,False,1784061381238.7,5.929468,2,False,18544.400000095367,1,2,False,144
3.0795309999999994,0,0,8607.359999999766,False,1784061381488.9001,5.929468,2,False,18794.5,1,2,False,144
2.873086999999999,0,0,8607.359999999766,False,1784061381738.8,6.135912,2,False,19044.5,1,4,False,152
2.6229939999999994,0,0,8607.359999999766,False,1784061381988.8,6.386005,2,False,19294.5,1,4,False,158
2.373009999999999,0,0,8607.359999999766,False,1784061382238.9001,6.635989,2,False,19544.599999904633,1,4,False,164
2.1229819999999995,0,0,8607.359999999766,False,1784061382488.8,6.886017,2,False,19794.5,1,4,False,170
1.8730469999999997,0,0,8607.359999999766,False,1784061382738.8,7.135952,2,False,20044.5,1,4,False,176
1.623003999999999,0,0,8607.359999999766,False,1784061382988.8,7.385995,2,False,20294.5,1,4,False,182
