buffer_after_s,buffer_before_s,duration_ms,end_epoch_ms,end_media_time_s,end_perf_ms,incomplete,stall_index,start_epoch_ms,start_media_time_s,start_perf_ms
3.001917,0.08017999999999992,714.1999998092651,1784061377146.1,3.004082,14451.799999713898,False,1,1784061376431.9001,2.922819,13737.599999904633
2.9994749999999994,0.07653100000000013,1373.1999998092651,1784061381523,6.009524,18828.699999809265,False,2,1784061380149.8,5.929468,17455.5
2.997033,0.07889999999999908,1109,1784061385642.1,9.014966,22947.799999713898,False,3,1784061384533.1,8.930099,21838.799999713898
5.9869330000000005,0.07132599999999911,4321.599999904633,1784061392970.1,12.031066,30275.799999713898,False,4,1784061388648.5,11.940673,25954.199999809265
2.997921999999999,0.0775289999999984,829.9000000953674,1784061402802.5,21.026077,40108.199999809265,False,5,1784061401972.6,20.94347,39278.2999997139
5.998480000000001,0.08554799999999929,5871.300000190735,1784061411666.2,24.031519,48971.90000009537,False,6,1784061405794.9001,23.938451,43100.59999990463
