completion_ratio,dropped_frame_ratio,dropped_frames,fraction_buffer_below_1s,fraction_buffer_below_2s,fraction_buffer_below_5s,label,max_stall_ms,mean_buffer_s,mean_stall_ms,median_buffer_s,minimum_buffer_s,p05_buffer_s,played_media_s,rebuffer_ratio,run_id,stall_count,stall_free,startup_delay_ms,target_media_s,time_to_first_stall_s,total_frames,total_stall_ms
1.0,0.0013717421124828531,1,0.4732510288065844,0.6008230452674898,0.9670781893004116,smoke-two-stream-stream-1-20260714-213602,15218.0,1.5739529835390949,4301.67142854418,1.231762999999999,0.07352399999999903,0.07908799999999987,30.466127,1.0037233333269755,20260714-213602-c992d2ba,7,False,7226.400000095367,30.0,3.003800000190735,729,30111.699999809265
