buffer_ahead_s,duration_s,ended,epoch_ms,media_time_s,network_state,paused,perf_ms,playback_rate,ready_state,seeking,type
0,,False,1784061366863.5,0,2,True,4165.199999809265,1,0,False,loadstart
0,,False,1784061366894,0,2,False,4195.699999809265,1,0,False,play
0,,False,1784061366894,0,2,False,4195.699999809265,1,0,False,waiting
0,8607.359999999766,False,1784061374063.7,0,2,False,11365.400000095367,1,1,False,loadedmetadata
3.002999,8607.359999999766,False,1784061374119.9001,0,2,False,11421.599999904633,1,4,False,loadeddata
3.002999,8607.359999999766,False,1784061374120,0,2,False,11421.699999809265,1,4,False,canplay
3.002999,8607.359999999766,False,1784061374120.4001,0,2,False,11422.099999904633,1,4,False,playing
0.08444399999999996,8607.359999999766,False,1784061377124.2,2.918555,2,False,14425.900000095367,1,2,False,waiting
3.001917,8607.359999999766,False,1784061378199.7,3.004082,2,False,15501.400000095367,1,4,False,canplay
3.001917,8607.359999999766,False,1784061378199.7,3.004082,2,False,15501.400000095367,1,4,False,playing
0.07893599999999967,8607.359999999766,False,1784061381215.6,5.927063,2,False,18517.300000190735,1,2,False,waiting
2.9994749999999994,8607.359999999766,False,1784061383645.9001,6.009524,2,False,20947.599999904633,1,4,False,canplay
2.9994749999999994,8607.359999999766,False,1784061383646,6.009524,2,False,20947.699999809265,1,4,False,playing
0.08336599999999983,8607.359999999766,False,1784061386642.3,8.925633,2,False,23943.900000095367,1,2,False,waiting
2.997033,8607.359999999766,False,1784061387725,9.014966,2,False,25026.699999809265,1,4,False,canplay
2.997033,8607.359999999766,False,1784061387725,9.014966,2,False,25026.699999809265,1,4,False,playing
0.07352399999999903,8607.359999999766,False,1784061390736.5,11.938475,2,False,28038.199999809265,1,2,False,waiting
5.9869330000000005,8607.359999999766,False,1784061395757.2,12.031066,2,False,33058.90000009537,1,4,False,canplay
5.9869330000000005,8607.359999999766,False,1784061395757.3,12.031066,2,False,33059,1,4,False,playing
0.08717499999999845,8607.359999999766,False,1784061404749.9001,20.933824,2,False,42051.59999990463,1,2,False,waiting
2.997921999999999,8607.359999999766,False,1784061406426.7,21.026077,2,False,43728.40000009537,1,4,False,canplay
2.997921999999999,8607.359999999766,False,1784061406426.8,21.026077,2,False,43728.5,1,4,False,playing
0.08387600000000006,8607.359999999766,False,1784061409442.5,23.940123,2,False,46744.199999809265,1,2,False,waiting
5.998480000000001,8607.359999999766,False,1784061413049.7,24.031519,2,False,50351.40000009537,1,4,False,canplay
5.998480000000001,8607.359999999766,False,1784061413049.8,24.031519,2,False,50351.5,1,4,False,playing
0.08045600000000164,8607.359999999766,False,1784061419041.1,29.949543,2,False,56342.800000190735,1,2,False,waiting
3.0011439999999965,8607.359999999766,False,1784061434259,30.031855,2,False,71560.69999980927,1,4,False,canplay
3.001076999999995,8607.359999999766,False,1784061434259.1,30.031922,2,False,71560.80000019073,1,4,False,playing
