t_s,option,cwnd_mult,cwnd,avg_thr_mbps,avg_urtt_ms,srtt_ms,min_rtt_ms,loss_ratio,reward,kalman_rtt_ms,act_mu,act_sig,agent_id,fair_bw_mbps,active_flows,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.549,0,1.016,1190,0.400,21.000,20.496,20.000,0.0,0.9080,20.000,0.0064,0.9983,1,10.000,2,-0.00847,0.21000,0.76722,0.87306,1.00000,0.00085,0.05000,0.00000,0.00501,0.20496,0.20000
1.551,0,0.980,1166,0.400,20.000,20.434,20.000,0.0,1.0011,20.000,0.0022,1.0000,1,10.000,2,0.01623,0.20000,0.76897,0.86215,1.00000,0.00084,-0.04762,0.00000,0.00501,0.20434,0.20000
1.553,0,0.979,1141,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0022,1.0000,1,10.000,2,-0.02017,0.21000,0.76676,0.87723,1.00000,0.00086,0.05000,0.00000,0.00501,0.20505,0.20000
1.555,0,1.021,1164,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0043,0.9988,1,10.000,2,-0.02230,0.20000,0.76431,0.90034,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20442,0.20000
1.557,0,0.994,1157,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0034,0.9992,1,10.000,2,0.02193,0.21000,0.76667,0.87831,1.00000,0.00086,0.05000,0.00000,0.00501,0.20512,0.20000
1.559,0,1.021,1182,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0006,1.0000,1,10.000,2,-0.00687,0.20000,0.76592,0.88740,1.00000,0.00086,-0.04762,0.00000,0.00501,0.20448,0.20000
1.560,0,0.996,1178,0.400,21.000,20.517,20.000,0.0,0.9080,20.000,0.0026,1.0000,1,10.000,2,0.02247,0.21000,0.76833,0.86519,1.00000,0.00085,0.05000,0.00000,0.00501,0.20517,0.20000
1.562,0,0.976,1149,0.400,20.000,20.452,20.000,0.0,1.0011,20.000,0.0025,0.9998,1,10.000,2,-0.00423,0.20000,0.76787,0.87180,1.00000,0.00085,-0.04762,0.00000,0.00501,0.20452,0.20000
1.564,0,1.010,1161,0.400,20.000,20.396,20.000,0.0,1.0011,20.000,0.0019,1.0000,1,10.000,2,-0.02462,0.20000,0.76517,0.89099,1.00000,0.00087,0.00000,0.00000,0.00501,0.20396,0.20000
1.566,0,1.011,1174,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0044,0.9986,1,10.000,2,0.01044,0.21000,0.76629,0.87934,1.00000,0.00086,0.05000,0.00000,0.00501,0.20471,0.20000
1.568,0,1.006,1181,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0018,1.0000,1,10.000,2,0.01120,0.20000,0.76750,0.87283,1.00000,0.00085,-0.04762,0.00000,0.00501,0.20412,0.20000
1.569,0,0.989,1168,0.400,21.000,20.486,20.000,0.0,0.9080,20.000,0.0039,1.0000,1,10.000,2,0.00596,0.21000,0.76815,0.86516,1.00000,0.00085,0.05000,0.00000,0.00501,0.20486,0.20000
1.572,0,1.019,1190,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0035,1.0000,1,10.000,2,-0.01185,0.20000,0.76685,0.87869,1.00000,0.00086,-0.04762,0.00000,0.00501,0.20425,0.20000
1.574,0,1.007,1198,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,-0.0002,1.0000,1,10.000,2,0.01971,0.21000,0.76897,0.85915,1.00000,0.00084,0.05000,0.00000,0.00501,0.20497,0.20000
1.576,0,0.977,1171,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,0.0012,1.0000,1,10.000,2,0.00756,0.20000,0.76979,0.85571,1.00000,0.00083,-0.04762,0.00000,0.00501,0.20435,0.20000
1.578,0,1.018,1191,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0025,1.0000,1,10.000,2,-0.02419,0.21000,0.76713,0.87426,1.00000,0.00085,0.05000,0.00000,0.00501,0.20505,0.20000
1.580,0,1.004,1198,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0048,1.0000,1,10.000,2,0.01880,0.20000,0.76915,0.86109,1.00000,0.00084,-0.04762,0.00000,0.00501,0.20442,0.20000
1.582,0,1.023,1227,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0040,1.0000,1,10.000,2,0.00587,0.21000,0.76979,0.85342,1.00000,0.00083,0.05000,0.00000,0.00501,0.20512,0.20000
1.584,0,1.018,1251,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0034,1.0000,1,10.000,2,0.02419,0.20000,0.77238,0.83611,1.00000,0.00081,-0.04762,0.00000,0.00501,0.20448,0.20000
1.586,0,0.984,1231,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0036,1.0000,1,10.000,2,0.01954,0.20000,0.77448,0.81753,1.00000,0.00080,0.00000,0.00000,0.00501,0.20392,0.20000
1.588,0,1.003,1235,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0022,1.0000,1,10.000,2,-0.01677,0.21000,0.77264,0.82920,1.00000,0.00081,0.05000,0.00000,0.00501,0.20468,0.20000
1.590,0,1.005,1243,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0027,1.0000,1,10.000,2,0.00406,0.20000,0.77308,0.82892,1.00000,0.00081,-0.04762,0.00000,0.00501,0.20409,0.20000
1.592,0,0.976,1213,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0024,1.0000,1,10.000,2,0.00566,0.21000,0.77370,0.82190,1.00000,0.00080,0.05000,0.00000,0.00501,0.20483,0.20000
1.594,0,0.992,1202,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0040,1.0000,1,10.000,2,-0.02494,0.20000,0.77096,0.84597,1.00000,0.00083,-0.04762,0.00000,0.00501,0.20423,0.20000
1.595,0,1.008,1212,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0046,0.9984,1,10.000,2,-0.00825,0.21000,0.77006,0.85049,1.00000,0.00083,0.05000,0.00000,0.00501,0.20495,0.20000
1.598,0,1.003,1217,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0018,1.0000,1,10.000,2,0.00832,0.20000,0.77096,0.84645,1.00000,0.00083,-0.04762,0.00000,0.00501,0.20433,0.20000
1.600,0,0.983,1197,0.000,0.000,20.433,20.000,0.0,0.0000,20.000,0.0020,1.0000,1,10.000,2,0.00495,0.00000,0.77149,0.00000,1.00000,0.00082,-1.00000,0.00000,0.00000,0.20433,0.20000
1.602,0,0.986,1178,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0053,0.9987,1,10.000,2,-0.01806,0.21000,0.76952,0.85518,1.00000,0.00084,0.05000,0.00000,0.00501,0.20504,0.20000
1.604,0,0.978,1150,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0055,0.9986,1,10.000,2,-0.01589,0.20000,0.76778,0.87200,1.00000,0.00085,-0.04762,0.00000,0.00501,0.20441,0.20000
1.606,0,0.978,1125,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0021,1.0000,1,10.000,2,-0.02294,0.21000,0.76526,0.88973,1.00000,0.00087,0.05000,0.00000,0.00501,0.20511,0.20000
1.608,0,1.021,1148,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0022,1.0000,1,10.000,2,-0.02261,0.20000,0.76278,0.91343,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20447,0.20000
1.610,0,0.994,1142,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0044,1.0000,1,10.000,2,0.02224,0.20000,0.76517,0.89077,1.00000,0.00087,0.00000,0.00000,0.00501,0.20391,0.20000
1.611,0,0.990,1130,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0043,1.0000,1,10.000,2,-0.00609,0.21000,0.76450,0.89378,1.00000,0.00088,0.05000,0.00000,0.00501,0.20467,0.20000
1.614,0,0.999,1128,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0038,1.0000,1,10.000,2,-0.01051,0.20000,0.76336,0.90664,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20409,0.20000
1.616,0,1.019,1149,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0024,1.0000,1,10.000,2,-0.00265,0.21000,0.76307,0.90646,1.00000,0.00089,0.05000,0.00000,0.00501,0.20483,0.20000
1.617,0,0.992,1140,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0041,1.0000,1,10.000,2,0.02041,0.20000,0.76526,0.89155,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20422,0.20000
1.619,0,0.990,1127,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0023,1.0000,1,10.000,2,-0.00957,0.21000,0.76422,0.89751,1.00000,0.00088,0.05000,0.00000,0.00501,0.20495,0.20000
1.622,0,1.024,1155,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0047,0.9989,1,10.000,2,-0.01054,0.20000,0.76307,0.91027,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20433,0.20000
1.623,0,1.001,1157,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0041,1.0000,1,10.000,2,0.02573,0.21000,0.76583,0.88476,1.00000,0.00087,0.05000,0.00000,0.00501,0.20504,0.20000
1.626,0,0.999,1155,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0046,0.9999,1,10.000,2,0.00087,0.20000,0.76592,0.88706,1.00000,0.00086,-0.04762,0.00000,0.00501,0.20441,0.20000
1.628,0,0.981,1133,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0021,1.0000,1,10.000,2,-0.00173,0.21000,0.76573,0.88587,1.00000,0.00087,0.05000,0.00000,0.00501,0.20511,0.20000
1.630,0,0.988,1119,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0045,1.0000,1,10.000,2,-0.01905,0.20000,0.76364,0.90616,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20447,0.20000
1.632,0,0.977,1092,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0030,1.0000,1,10.000,2,-0.01324,0.20000,0.76220,0.91546,1.00000,0.00089,0.00000,0.00000,0.00501,0.20391,0.20000
1.634,0,1.010,1103,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0054,0.9999,1,10.000,2,-0.02415,0.21000,0.75955,0.93555,1.00000,0.00092,0.05000,0.00000,0.00501,0.20467,0.20000
1.636,0,1.003,1108,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0014,1.0000,1,10.000,2,0.01192,0.20000,0.76083,0.92799,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20409,0.20000
1.638,0,0.985,1091,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0030,1.0000,1,10.000,2,0.00362,0.21000,0.76122,0.92200,1.00000,0.00090,0.05000,0.00000,0.00501,0.20483,0.20000
1.639,0,0.982,1070,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0039,0.9978,1,10.000,2,-0.01625,0.20000,0.75945,0.94062,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20422,0.20000
1.641,0,1.025,1096,0.400,21.000,20.494,20.000,0.0,0.9080,20.000,0.0026,1.0000,1,10.000,2,-0.01927,0.21000,0.75734,0.95627,1.00000,0.00094,0.05000,0.00000,0.00501,0.20494,0.20000
1.643,0,1.011,1109,0.400,20.000,20.433,20.000,0.0,21.0011,20.000,-0.0007,1.0000,1,10.000,2,0.02526,0.20000,0.76004,0.93602,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20433,0.20000
1.646,0,1.023,1136,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0045,0.9992,1,10.000,2,0.01277,0.21000,0.76142,0.92142,1.00000,0.00090,0.05000,0.00000,0.00501,0.20504,0.20000
1.648,0,1.010,1148,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0044,0.9977,1,10.000,2,0.02342,0.20000,0.76393,0.90346,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20441,0.20000
1.650,0,0.983,1127,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0049,0.9987,1,10.000,2,0.01056,0.21000,0.76507,0.89127,1.00000,0.00087,0.05000,0.00000,0.00501,0.20511,0.20000
1.652,0,0.989,1115,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0015,1.0000,1,10.000,2,-0.01829,0.20000,0.76307,0.91098,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20447,0.20000
1.654,0,0.983,1096,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0010,1.0000,1,10.000,2,-0.01065,0.21000,0.76191,0.91792,1.00000,0.00090,0.05000,0.00000,0.00501,0.20516,0.20000
1.656,0,1.007,1103,0.400,20.000,20.451,20.000,0.0,1.0011,20.000,0.0011,1.0000,1,10.000,2,-0.01794,0.20000,0.75994,0.93785,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20451,0.20000
1.658,0,0.979,1079,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0030,1.0000,1,10.000,2,0.00731,0.20000,0.76073,0.92812,1.00000,0.00091,0.00000,0.00000,0.00501,0.20395,0.20000
1.660,0,0.992,1070,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0006,1.0000,1,10.000,2,-0.02176,0.21000,0.75835,0.94615,1.00000,0.00093,0.05000,0.00000,0.00501,0.20471,0.20000
1.662,0,1.023,1094,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0040,0.9999,1,10.000,2,-0.00927,0.20000,0.75734,0.95854,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20412,0.20000
1.664,0,1.005,1101,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0023,1.0000,1,10.000,2,0.02432,0.21000,0.75994,0.93309,1.00000,0.00091,0.05000,0.00000,0.00501,0.20485,0.20000
1.666,0,1.011,1114,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0008,1.0000,1,10.000,2,0.00548,0.20000,0.76054,0.93135,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20425,0.20000
1.668,0,1.012,1128,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0013,1.0000,1,10.000,2,0.01181,0.21000,0.76181,0.91775,1.00000,0.00090,0.05000,0.00000,0.00501,0.20497,0.20000
1.669,0,1.019,1150,0.400,20.000,20.434,20.000,0.0,1.0011,20.000,0.0042,0.9990,1,10.000,2,0.01257,0.20000,0.76317,0.90955,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20434,0.20000
1.671,0,0.997,1146,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0021,1.0000,1,10.000,2,0.01950,0.21000,0.76526,0.88945,1.00000,0.00087,0.05000,0.00000,0.00501,0.20505,0.20000
1.674,0,0.980,1121,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0038,1.0000,1,10.000,2,-0.00435,0.20000,0.76479,0.89643,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20442,0.20000
1.676,0,0.992,1110,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0034,0.9974,1,10.000,2,-0.02183,0.21000,0.76239,0.91361,1.00000,0.00089,0.05000,0.00000,0.00501,0.20512,0.20000
1.678,0,0.981,1089,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0027,1.0000,1,10.000,2,-0.00893,0.20000,0.76142,0.92499,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20448,0.20000
1.680,0,1.009,1099,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0010,1.0000,1,10.000,2,-0.01892,0.20000,0.75935,0.93989,1.00000,0.00092,0.00000,0.00000,0.00501,0.20392,0.20000
1.682,0,0.990,1087,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0028,1.0000,1,10.000,2,0.00918,0.21000,0.76034,0.92878,1.00000,0.00091,0.05000,0.00000,0.00501,0.20468,0.20000
1.684,0,1.008,1096,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0064,0.9983,1,10.000,2,-0.01092,0.20000,0.75915,0.94254,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20409,0.20000
1.686,0,0.979,1072,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0030,1.0000,1,10.000,2,0.00828,0.21000,0.76004,0.93213,1.00000,0.00091,0.05000,0.00000,0.00501,0.20483,0.20000
1.688,0,0.993,1063,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0014,1.0000,1,10.000,2,-0.02281,0.20000,0.75754,0.95734,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20423,0.20000
1.690,0,1.013,1076,0.000,0.000,20.423,20.000,0.0,0.0000,20.000,-0.0004,1.0000,1,10.000,2,-0.00840,0.00000,0.75663,0.00000,1.00000,0.00094,-1.00000,0.00000,0.00000,0.20423,0.20000
1.691,0,1.023,1103,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0025,1.0000,1,10.000,2,0.01412,0.21000,0.75815,0.94920,1.00000,0.00093,0.05000,0.00000,0.00501,0.20495,0.20000
1.694,0,0.999,1102,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0056,0.9991,1,10.000,2,0.02507,0.20000,0.76083,0.92925,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20433,0.20000
1.696,0,1.012,1115,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0025,1.0000,1,10.000,2,-0.00272,0.21000,0.76054,0.92897,1.00000,0.00091,0.05000,0.00000,0.00501,0.20504,0.20000
1.698,0,1.003,1120,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0010,1.0000,1,10.000,2,0.01362,0.20000,0.76201,0.91966,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20441,0.20000
1.699,0,0.983,1102,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,-0.0009,1.0000,1,10.000,2,0.00448,0.21000,0.76249,0.91275,1.00000,0.00089,0.05000,0.00000,0.00501,0.20511,0.20000
1.701,0,0.982,1080,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,-0.0005,1.0000,1,10.000,2,-0.01784,0.20000,0.76054,0.93251,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20447,0.20000
1.703,0,0.989,1067,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0012,1.0000,1,10.000,2,-0.01998,0.20000,0.75835,0.94856,1.00000,0.00093,0.00000,0.00000,0.00501,0.20391,0.20000
1.705,0,1.001,1069,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0028,1.0000,1,10.000,2,-0.01112,0.21000,0.75713,0.95660,1.00000,0.00094,0.05000,0.00000,0.00501,0.20467,0.20000
1.707,0,0.976,1044,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0020,1.0000,1,10.000,2,0.00281,0.20000,0.75744,0.95748,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20409,0.20000
1.709,0,0.979,1022,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0031,1.0000,1,10.000,2,-0.02430,0.21000,0.75477,0.97853,1.00000,0.00096,0.05000,0.00000,0.00501,0.20483,0.20000
1.711,0,0.983,1006,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0007,1.0000,1,10.000,2,-0.01916,0.20000,0.75267,1.00000,0.99875,0.00098,-0.04762,0.00000,0.00501,0.20422,0.20000
1.713,0,1.002,1026,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0009,1.0000,1,10.000,2,0.00000,0.21000,0.75267,0.99830,1.00000,0.00098,0.05000,0.00000,0.00501,0.20495,0.20000
1.715,0,1.021,1048,0.400,20.000,20.433,20.000,0.0,0.9999,20.000,0.0022,1.0000,1,10.000,2,0.00195,0.20000,0.75288,0.99862,1.00000,0.00097,-0.04762,0.00000,0.00500,0.20433,0.20000
1.717,0,1.019,1069,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0013,1.0000,1,10.000,2,0.02242,0.21000,0.75529,0.97501,1.00000,0.00095,0.05000,0.00000,0.00501,0.20504,0.20000
1.719,0,1.002,1071,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0016,1.0000,1,10.000,2,0.01907,0.20000,0.75734,0.96009,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20441,0.20000
1.721,0,0.984,1055,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0027,1.0000,1,10.000,2,0.00281,0.21000,0.75764,0.95446,1.00000,0.00093,0.05000,0.00000,0.00501,0.20511,0.20000
1.724,0,0.980,1032,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0023,1.0000,1,10.000,2,-0.01679,0.20000,0.75580,0.97408,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20447,0.20000
1.727,0,1.019,1052,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0011,1.0000,1,10.000,2,-0.02087,0.21000,0.75352,0.99175,1.00000,0.00097,0.05000,0.00000,0.00501,0.20516,0.20000
1.728,0,0.984,1036,0.400,20.000,20.451,20.000,0.0,1.0011,20.000,-0.0006,1.0000,1,10.000,2,0.02035,0.20000,0.75570,0.97526,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20451,0.20000
1.731,0,0.989,1024,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0030,0.9980,1,10.000,2,-0.01614,0.20000,0.75394,0.98814,1.00000,0.00097,0.00000,0.00000,0.00501,0.20395,0.20000
1.733,0,1.024,1049,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0058,0.9970,1,10.000,2,-0.01158,0.21000,0.75267,0.99697,1.00000,0.00098,0.05000,0.00000,0.00501,0.20471,0.20000
1.735,0,0.988,1036,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0046,1.0000,1,10.000,2,0.02441,0.20000,0.75529,0.97681,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20412,0.20000
1.737,0,1.021,1059,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0030,1.0000,1,10.000,2,-0.01239,0.21000,0.75394,0.98623,1.00000,0.00097,0.05000,0.00000,0.00501,0.20485,0.20000
1.739,0,1.001,1060,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0027,1.0000,1,10.000,2,0.02220,0.20000,0.75632,0.96829,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20425,0.20000
1.741,0,0.990,1049,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0007,1.0000,1,10.000,2,0.00094,0.21000,0.75642,0.96451,1.00000,0.00094,0.05000,0.00000,0.00501,0.20497,0.20000
1.743,0,0.978,1024,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,0.0012,0.9998,1,10.000,2,-0.01132,0.20000,0.75519,0.97899,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20435,0.20000
1.745,0,0.985,1008,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0007,1.0000,1,10.000,2,-0.02290,0.21000,0.75267,0.99890,1.00000,0.00098,0.05000,0.00000,0.00501,0.20505,0.20000
1.749,0,1.023,1048,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0041,0.9989,1,10.000,2,0.00000,0.20000,0.75267,1.00000,0.99765,0.00098,-0.04762,0.00000,0.00501,0.20442,0.20000
1.750,0,1.007,1056,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0025,1.0000,1,10.000,2,0.02344,0.21000,0.75519,0.97638,1.00000,0.00095,0.05000,0.00000,0.00501,0.20512,0.20000
1.752,0,1.013,1070,0.400,20.000,20.448,20.000,0.0,0.9988,20.000,0.0039,0.9999,1,10.000,2,0.00763,0.20000,0.75601,0.97000,1.00000,0.00095,-0.04762,0.00000,0.00499,0.20448,0.20000
1.754,0,0.977,1045,0.400,21.000,20.517,20.000,0.0,0.9080,20.000,0.0022,0.9965,1,10.000,2,0.01326,0.21000,0.75744,0.95658,1.00000,0.00093,0.05000,0.00000,0.00501,0.20517,0.20000
1.756,0,1.000,1044,0.400,20.000,20.452,20.000,0.0,1.0011,20.000,0.0024,1.0000,1,10.000,2,-0.02336,0.20000,0.75487,0.98277,1.00000,0.00096,-0.04762,0.00000,0.00501,0.20452,0.20000
1.758,0,1.008,1053,0.400,20.000,20.396,20.000,0.0,1.0011,20.000,-0.0004,1.0000,1,10.000,2,-0.00096,0.20000,0.75477,0.98061,1.00000,0.00096,0.00000,0.00000,0.00501,0.20396,0.20000
1.760,0,1.000,1053,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0013,1.0000,1,10.000,2,0.00958,0.21000,0.75580,0.96862,1.00000,0.00095,0.05000,0.00000,0.00501,0.20471,0.20000
1.762,0,1.023,1078,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0037,0.9992,1,10.000,2,-0.00095,0.20000,0.75570,0.97313,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20412,0.20000
1.764,0,1.008,1088,0.400,21.000,20.486,20.000,0.0,0.9080,20.000,0.0047,0.9980,1,10.000,2,0.02469,0.21000,0.75835,0.94695,1.00000,0.00093,0.05000,0.00000,0.00501,0.20486,0.20000
1.767,0,1.003,1093,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0018,1.0000,1,10.000,2,0.00927,0.20000,0.75935,0.94163,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20425,0.20000
1.768,0,0.999,1091,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0007,0.9992,1,10.000,2,0.00367,0.21000,0.75975,0.93540,1.00000,0.00091,0.05000,0.00000,0.00501,0.20497,0.20000
1.770,0,1.009,1101,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,-0.0003,1.0000,1,10.000,2,-0.00183,0.20000,0.75955,0.94042,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20435,0.20000
1.772,0,0.993,1094,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0031,1.0000,1,10.000,2,0.01008,0.21000,0.76064,0.92821,1.00000,0.00091,0.05000,0.00000,0.00501,0.20505,0.20000
1.774,0,1.002,1096,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0027,1.0000,1,10.000,2,-0.00817,0.20000,0.75975,0.93909,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20442,0.20000
1.777,0,0.987,1082,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0010,1.0000,1,10.000,2,0.00366,0.21000,0.76014,0.93278,1.00000,0.00091,0.05000,0.00000,0.00501,0.20512,0.20000
1.778,0,0.978,1056,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0007,1.0000,1,10.000,2,-0.01459,0.20000,0.75855,0.94981,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20448,0.20000
1.780,0,1.018,1076,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0028,1.0000,1,10.000,2,-0.02313,0.20000,0.75601,0.96927,1.00000,0.00095,0.00000,0.00000,0.00501,0.20392,0.20000
1.782,0,0.989,1064,0.000,0.000,20.392,20.000,0.0,0.0000,20.000,0.0004,1.0000,1,10.000,2,0.01894,0.00000,0.75805,0.00000,1.00000,0.00093,-1.00000,0.00000,0.00000,0.20392,0.20000
1.785,0,0.978,1039,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,-0.0003,1.0000,1,10.000,2,-0.01208,0.21000,0.75673,0.96025,1.00000,0.00094,0.05000,0.00000,0.00501,0.20468,0.20000
1.786,0,0.989,1027,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0001,1.0000,1,10.000,2,-0.02258,0.20000,0.75425,0.98609,1.00000,0.00096,-0.04762,0.00000,0.00501,0.20409,0.20000
