t_s,option,cwnd_mult,cwnd,avg_thr_mbps,avg_urtt_ms,srtt_ms,min_rtt_ms,loss_ratio,reward,kalman_rtt_ms,act_mu,act_sig,agent_id,fair_bw_mbps,active_flows,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.259,0,1.006,1055,0.400,21.000,16.901,20.000,0.0,0.9080,20.000,0.0006,1.0000,0,10.000,2,0.02344,0.21000,0.75519,0.77929,1.00000,0.00095,0.05000,0.00000,0.00501,0.16901,0.20000
1.261,0,0.988,1043,0.400,20.000,17.288,20.000,0.0,1.0011,20.000,0.0055,0.9980,0,10.000,2,0.00763,0.20000,0.75601,0.80114,1.00000,0.00095,-0.04762,0.00000,0.00501,0.17288,0.20000
1.263,0,1.012,1056,0.400,20.000,17.627,20.000,0.0,1.0011,20.000,0.0023,1.0000,0,10.000,2,-0.01231,0.20000,0.75467,0.82971,1.00000,0.00096,0.00000,0.00000,0.00501,0.17627,0.20000
1.266,0,0.986,1041,0.400,21.000,18.049,20.000,0.0,0.9080,20.000,0.0036,1.0000,0,10.000,2,0.01246,0.21000,0.75601,0.83557,1.00000,0.00095,0.05000,0.00000,0.00501,0.18049,0.20000
1.268,0,1.000,1042,0.400,20.000,18.293,20.000,0.0,1.0011,20.000,0.0019,1.0000,0,10.000,2,-0.01420,0.20000,0.75446,0.86788,1.00000,0.00096,-0.04762,0.00000,0.00501,0.18293,0.20000
1.270,0,1.020,1064,0.400,21.000,18.631,20.000,0.0,0.9080,20.000,-0.0002,1.0000,0,10.000,2,0.00192,0.21000,0.75467,0.87792,1.00000,0.00096,0.05000,0.00000,0.00501,0.18631,0.20000
1.272,0,1.018,1085,0.400,20.000,18.802,20.000,0.0,1.0011,20.000,0.0015,1.0000,0,10.000,2,0.02109,0.20000,0.75693,0.87569,1.00000,0.00094,-0.04762,0.00000,0.00501,0.18802,0.20000
1.274,0,1.001,1088,0.400,21.000,19.077,20.000,0.0,0.9080,20.000,0.0019,1.0000,0,10.000,2,0.01972,0.21000,0.75905,0.86664,1.00000,0.00092,0.05000,0.00000,0.00501,0.19077,0.20000
1.276,0,1.014,1104,0.400,20.000,19.192,20.000,0.0,1.0011,20.000,0.0048,1.0000,0,10.000,2,0.00184,0.20000,0.75925,0.87768,1.00000,0.00092,-0.04762,0.00000,0.00501,0.19192,0.20000
1.278,0,1.005,1111,0.400,21.000,19.418,20.000,0.0,0.9080,20.000,0.0039,1.0000,0,10.000,2,0.01562,0.21000,0.76093,0.86941,1.00000,0.00090,0.05000,0.00000,0.00501,0.19418,0.20000
1.279,0,0.990,1101,0.400,20.000,19.491,20.000,0.0,1.0011,20.000,0.0032,1.0000,0,10.000,2,0.00633,0.20000,0.76162,0.87411,1.00000,0.00090,-0.04762,0.00000,0.00501,0.19491,0.20000
1.282,0,0.976,1074,0.400,21.000,19.680,20.000,0.0,0.9080,20.000,0.0019,1.0000,0,10.000,2,-0.00989,0.21000,0.76054,0.88614,1.00000,0.00091,0.05000,0.00000,0.00501,0.19680,0.20000
1.284,0,0.980,1052,0.400,20.000,19.720,20.000,0.0,1.0011,20.000,0.0047,0.9991,0,10.000,2,-0.02452,0.20000,0.75784,0.91721,1.00000,0.00093,-0.04762,0.00000,0.00501,0.19720,0.20000
1.285,0,1.016,1069,0.400,20.000,19.755,20.000,0.0,1.0011,20.000,0.0021,1.0000,0,10.000,2,-0.02048,0.20000,0.75560,0.93830,1.00000,0.00095,0.00000,0.00000,0.00501,0.19755,0.20000
1.288,0,1.010,1081,0.400,21.000,19.910,20.000,0.0,0.9080,20.000,0.0049,0.9978,0,10.000,2,0.01616,0.21000,0.75734,0.92502,1.00000,0.00094,0.05000,0.00000,0.00501,0.19910,0.20000
1.290,0,1.006,1088,0.400,20.000,19.922,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,0.01123,0.20000,0.75855,0.92196,1.00000,0.00093,-0.04762,0.00000,0.00501,0.19922,0.20000
1.292,0,0.977,1064,0.400,21.000,20.056,20.000,0.0,0.9080,20.000,0.0036,1.0000,0,10.000,2,0.00740,0.21000,0.75935,0.91570,1.00000,0.00092,0.05000,0.00000,0.00501,0.20056,0.20000
1.293,0,1.009,1074,0.400,20.000,20.049,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,-0.02296,0.20000,0.75683,0.94356,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20049,0.20000
1.295,0,0.991,1063,0.400,21.000,20.168,20.000,0.0,0.9080,20.000,0.0047,1.0000,0,10.000,2,0.00940,0.21000,0.75784,0.93444,1.00000,0.00093,0.05000,0.00000,0.00501,0.20168,0.20000
1.297,0,1.007,1071,0.400,20.000,20.147,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,-0.01024,0.20000,0.75673,0.94971,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20147,0.20000
1.299,0,0.983,1053,0.400,21.000,20.254,20.000,0.0,0.9080,20.000,0.0024,1.0000,0,10.000,2,0.00847,0.21000,0.75764,0.94075,1.00000,0.00093,0.05000,0.00000,0.00501,0.20254,0.20000
1.301,0,1.022,1075,0.400,20.000,20.222,20.000,0.0,1.0011,20.000,0.0034,0.9995,0,10.000,2,-0.01866,0.20000,0.75560,0.96371,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20222,0.20000
1.303,0,1.010,1086,0.400,21.000,20.319,20.000,0.0,0.9080,20.000,0.0021,1.0000,0,10.000,2,0.02186,0.21000,0.75794,0.94161,1.00000,0.00093,0.05000,0.00000,0.00501,0.20319,0.20000
1.305,0,0.979,1063,0.400,20.000,20.279,20.000,0.0,1.0011,20.000,0.0009,1.0000,0,10.000,2,0.01023,0.20000,0.75905,0.93656,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20279,0.20000
1.307,0,1.004,1068,0.400,20.000,20.244,20.000,0.0,1.0011,20.000,-0.0014,1.0000,0,10.000,2,-0.02118,0.20000,0.75673,0.95494,1.00000,0.00094,0.00000,0.00000,0.00501,0.20244,0.20000
1.309,0,1.024,1095,0.400,21.000,20.339,20.000,0.0,0.9080,20.000,0.0010,1.0000,0,10.000,2,0.00564,0.21000,0.75734,0.94795,1.00000,0.00094,0.05000,0.00000,0.00501,0.20339,0.20000
1.312,0,1.007,1103,0.400,20.000,20.297,20.000,0.0,1.0011,20.000,-0.0004,1.0000,0,10.000,2,0.02432,0.20000,0.75994,0.92976,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20297,0.20000
1.314,0,0.995,1097,0.400,21.000,20.384,20.000,0.0,0.9080,20.000,0.0008,1.0000,0,10.000,2,0.00731,0.21000,0.76073,0.92109,1.00000,0.00091,0.05000,0.00000,0.00501,0.20384,0.20000
1.316,0,0.995,1090,0.400,20.000,20.336,20.000,0.0,1.0011,20.000,0.0042,0.9988,0,10.000,2,-0.00635,0.20000,0.76004,0.93099,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20336,0.20000
1.318,0,0.976,1062,0.400,21.000,20.419,20.000,0.0,0.9080,20.000,0.0022,1.0000,0,10.000,2,-0.00639,0.21000,0.75935,0.93477,1.00000,0.00092,0.05000,0.00000,0.00501,0.20419,0.20000
1.320,0,1.017,1081,0.400,20.000,20.367,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,-0.02479,0.20000,0.75663,0.96244,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20367,0.20000
1.322,0,1.004,1087,0.000,0.000,20.367,20.000,0.0,0.0000,20.000,0.0070,0.9976,0,10.000,2,0.01883,0.00000,0.75865,0.00000,1.00000,0.00092,-1.00000,0.00000,0.00000,0.20367,0.20000
1.324,0,1.003,1092,0.400,21.000,20.446,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,0.00555,0.21000,0.75925,0.93703,1.00000,0.00092,0.05000,0.00000,0.00501,0.20446,0.20000
1.326,0,0.984,1075,0.400,20.000,20.390,20.000,0.0,1.0011,20.000,0.0011,1.0000,0,10.000,2,0.00460,0.20000,0.75975,0.93637,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20390,0.20000
1.328,0,1.017,1094,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0024,1.0000,0,10.000,2,-0.01647,0.21000,0.75794,0.94945,1.00000,0.00093,0.05000,0.00000,0.00501,0.20467,0.20000
1.330,0,0.999,1094,0.400,20.000,20.408,20.000,0.0,1.0011,20.000,0.0013,1.0000,0,10.000,2,0.01860,0.20000,0.75994,0.93559,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20408,0.20000
1.331,0,0.983,1074,0.400,21.000,20.482,20.000,0.0,0.9080,20.000,0.0063,0.9983,0,10.000,2,-0.00183,0.21000,0.75975,0.93463,1.00000,0.00091,0.05000,0.00000,0.00501,0.20482,0.20000
1.335,0,0.978,1049,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0033,1.0000,0,10.000,2,-0.01738,0.20000,0.75784,0.95461,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20422,0.20000
1.336,0,1.024,1073,0.400,20.000,20.369,20.000,0.0,1.0011,20.000,0.0026,1.0000,0,10.000,2,-0.02421,0.20000,0.75519,0.97542,1.00000,0.00095,0.00000,0.00000,0.00501,0.20369,0.20000
1.338,0,1.003,1078,0.400,21.000,20.448,20.000,0.0,0.9080,20.000,0.0051,1.0000,0,10.000,2,0.02481,0.21000,0.75784,0.94935,1.00000,0.00093,0.05000,0.00000,0.00501,0.20448,0.20000
1.341,0,1.021,1101,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0015,1.0000,0,10.000,2,0.00372,0.20000,0.75825,0.94949,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20392,0.20000
1.342,0,0.976,1075,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0047,0.9990,0,10.000,2,0.02226,0.21000,0.76064,0.92626,1.00000,0.00091,0.05000,0.00000,0.00501,0.20468,0.20000
1.344,0,0.995,1069,0.400,20.000,20.410,20.000,0.0,1.0011,20.000,0.0019,1.0000,0,10.000,2,-0.02450,0.20000,0.75794,0.95307,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20410,0.20000
1.347,0,0.982,1049,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0032,1.0000,0,10.000,2,-0.00558,0.21000,0.75734,0.95568,1.00000,0.00094,0.05000,0.00000,0.00501,0.20483,0.20000
1.349,0,1.008,1057,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0020,1.0000,0,10.000,2,-0.01871,0.20000,0.75529,0.97742,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20423,0.20000
1.351,0,1.007,1065,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,-0.0000,1.0000,0,10.000,2,0.00763,0.21000,0.75611,0.96716,1.00000,0.00095,0.05000,0.00000,0.00501,0.20495,0.20000
1.353,0,0.977,1039,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0008,1.0000,0,10.000,2,0.00757,0.20000,0.75693,0.96329,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20433,0.20000
1.355,0,0.984,1022,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,-0.0004,1.0000,0,10.000,2,-0.02441,0.21000,0.75425,0.98441,1.00000,0.00096,0.05000,0.00000,0.00501,0.20504,0.20000
1.358,0,1.011,1036,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0022,1.0000,0,10.000,2,-0.01444,0.20000,0.75267,1.00000,0.99771,0.00098,-0.04762,0.00000,0.00501,0.20441,0.20000
1.360,0,1.022,1059,0.400,20.000,20.386,20.000,0.0,1.0011,20.000,0.0050,1.0000,0,10.000,2,0.01172,0.20000,0.75394,0.98764,1.00000,0.00097,0.00000,0.00000,0.00501,0.20386,0.20000
1.362,0,1.023,1084,0.400,21.000,20.463,20.000,0.0,0.9060,20.000,0.0006,1.0000,0,10.000,2,0.02220,0.21000,0.75632,0.96137,1.00000,0.00094,0.05000,0.00000,0.00499,0.20463,0.20000
1.364,0,0.979,1061,0.400,20.000,20.405,20.000,0.0,1.0011,20.000,0.0023,1.0000,0,10.000,2,0.02361,0.20000,0.75885,0.94491,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20405,0.20000
1.366,0,1.024,1087,0.400,21.000,20.479,20.000,0.0,0.9080,20.000,0.0034,1.0000,0,10.000,2,-0.02122,0.21000,0.75652,0.96266,1.00000,0.00094,0.05000,0.00000,0.00501,0.20479,0.20000
1.368,0,1.002,1090,0.400,20.000,20.419,20.000,0.0,1.0011,20.000,0.0041,1.0000,0,10.000,2,0.02451,0.20000,0.75915,0.94306,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20419,0.20000
1.370,0,0.977,1065,0.400,21.000,20.492,20.000,0.0,0.9080,20.000,0.0042,0.9998,0,10.000,2,0.00276,0.21000,0.75945,0.93771,1.00000,0.00092,0.05000,0.00000,0.00501,0.20492,0.20000
1.372,0,1.007,1073,0.400,20.000,20.430,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,-0.02294,0.20000,0.75693,0.96314,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20430,0.20000
1.374,0,1.017,1092,0.400,21.000,20.502,20.000,0.0,0.9080,20.000,0.0009,1.0000,0,10.000,2,0.00845,0.21000,0.75784,0.95220,1.00000,0.00093,0.05000,0.00000,0.00501,0.20502,0.20000
1.376,0,1.024,1119,0.400,20.000,20.439,20.000,0.0,1.0011,20.000,0.0007,1.0000,0,10.000,2,0.01769,0.20000,0.75975,0.93891,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20439,0.20000
1.378,0,1.024,1146,0.400,21.000,20.509,20.000,0.0,0.9080,20.000,0.0001,1.0000,0,10.000,2,0.02379,0.21000,0.76230,0.91429,1.00000,0.00089,0.05000,0.00000,0.00501,0.20509,0.20000
1.379,0,1.002,1149,0.400,20.000,20.445,20.000,0.0,1.0011,20.000,0.0015,1.0000,0,10.000,2,0.02413,0.20000,0.76488,0.89581,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20445,0.20000
1.382,0,0.984,1130,0.400,21.000,20.515,20.000,0.0,0.9080,20.000,0.0030,1.0000,0,10.000,2,0.00262,0.21000,0.76517,0.89070,1.00000,0.00087,0.05000,0.00000,0.00501,0.20515,0.20000
1.384,0,0.988,1116,0.400,20.000,20.450,20.000,0.0,1.0011,20.000,0.0013,1.0000,0,10.000,2,-0.01654,0.20000,0.76336,0.90875,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20450,0.20000
1.386,0,0.995,1109,0.400,20.000,20.394,20.000,0.0,1.0011,20.000,0.0028,1.0000,0,10.000,2,-0.01327,0.20000,0.76191,0.91809,1.00000,0.00090,0.00000,0.00000,0.00501,0.20394,0.20000
1.389,0,0.998,1105,0.400,21.000,20.470,20.000,0.0,0.9080,20.000,0.0043,0.9991,0,10.000,2,-0.00628,0.21000,0.76122,0.92134,1.00000,0.00090,0.05000,0.00000,0.00501,0.20470,0.20000
1.391,0,0.978,1079,0.400,20.000,20.411,20.000,0.0,1.0011,20.000,0.0026,0.9999,0,10.000,2,-0.00361,0.20000,0.76083,0.92811,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20411,0.20000
1.393,0,1.020,1101,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0009,1.0000,0,10.000,2,-0.02264,0.21000,0.75835,0.94689,1.00000,0.00093,0.05000,0.00000,0.00501,0.20485,0.20000
1.395,0,0.976,1075,0.400,20.000,20.424,20.000,0.0,1.0011,20.000,0.0047,1.0000,0,10.000,2,0.02132,0.20000,0.76064,0.93047,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20424,0.20000
1.397,0,1.006,1082,0.400,21.000,20.496,20.000,0.0,0.9080,20.000,0.0054,0.9995,0,10.000,2,-0.02450,0.21000,0.75794,0.95102,1.00000,0.00093,0.05000,0.00000,0.00501,0.20496,0.20000
1.398,0,1.022,1106,0.400,20.000,20.434,20.000,0.0,1.0011,20.000,0.0007,1.0000,0,10.000,2,0.00651,0.20000,0.75865,0.94820,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20434,0.20000
1.400,0,0.978,1081,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0023,1.0000,0,10.000,2,0.02218,0.21000,0.76103,0.92482,1.00000,0.00090,0.05000,0.00000,0.00501,0.20505,0.20000
1.402,0,1.013,1095,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0009,1.0000,0,10.000,2,-0.02351,0.20000,0.75845,0.95036,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20442,0.20000
1.404,0,1.007,1105,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0049,0.9978,0,10.000,2,0.01481,0.21000,0.76004,0.93361,1.00000,0.00091,0.05000,0.00000,0.00501,0.20512,0.20000
1.406,0,0.984,1088,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0024,1.0000,0,10.000,2,0.00912,0.20000,0.76103,0.92832,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20448,0.20000
1.408,0,1.025,1115,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0047,0.9988,0,10.000,2,-0.01627,0.20000,0.75925,0.94074,1.00000,0.00092,0.00000,0.00000,0.00501,0.20392,0.20000
1.410,0,0.986,1099,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0076,0.9974,0,10.000,2,0.02482,0.21000,0.76191,0.91545,1.00000,0.00090,0.05000,0.00000,0.00501,0.20468,0.20000
1.412,0,0.998,1097,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0016,1.0000,0,10.000,2,-0.01435,0.20000,0.76034,0.93224,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20409,0.20000
1.414,0,0.999,1095,0.000,0.000,20.409,20.000,0.0,0.0000,20.000,0.0010,1.0000,0,10.000,2,-0.00273,0.00000,0.76004,0.00000,1.00000,0.00091,-1.00000,0.00000,0.00000,0.20409,0.20000
1.416,0,0.987,1080,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0042,1.0000,0,10.000,2,-0.00091,0.21000,0.75994,0.93297,1.00000,0.00091,0.05000,0.00000,0.00501,0.20483,0.20000
1.418,0,0.982,1059,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0046,0.9992,0,10.000,2,-0.01461,0.20000,0.75835,0.95023,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20423,0.20000
1.420,0,0.981,1038,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0011,1.0000,0,10.000,2,-0.01854,0.21000,0.75632,0.96532,1.00000,0.00094,0.05000,0.00000,0.00501,0.20495,0.20000
1.423,0,1.004,1041,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0037,0.9997,0,10.000,2,-0.02077,0.20000,0.75404,0.98929,1.00000,0.00096,-0.04762,0.00000,0.00501,0.20433,0.20000
1.425,0,1.020,1064,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0034,1.0000,0,10.000,2,0.00482,0.21000,0.75456,0.98157,1.00000,0.00096,0.05000,0.00000,0.00501,0.20504,0.20000
1.427,0,1.018,1084,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0040,1.0000,0,10.000,2,0.02111,0.20000,0.75683,0.96461,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20441,0.20000
1.429,0,1.000,1085,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0039,0.9998,0,10.000,2,0.01880,0.21000,0.75885,0.94390,1.00000,0.00092,0.05000,0.00000,0.00501,0.20511,0.20000
1.431,0,1.013,1099,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0016,1.0000,0,10.000,2,0.00092,0.20000,0.75895,0.94626,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20447,0.20000
1.433,0,1.012,1113,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0036,0.9999,0,10.000,2,0.01290,0.20000,0.76034,0.93129,1.00000,0.00091,0.00000,0.00000,0.00501,0.20391,0.20000
1.435,0,0.999,1112,0.400,21.000,20.467,20.000,0.0,20.9080,20.000,0.0024,1.0000,0,10.000,2,0.01365,0.21000,0.76181,0.91624,1.00000,0.00090,0.05000,0.00000,0.00501,0.20467,0.20000
1.438,0,0.991,1101,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0038,0.9983,0,10.000,2,-0.00269,0.20000,0.76152,0.92215,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20409,0.20000
1.440,0,1.001,1103,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0046,0.9975,0,10.000,2,-0.00900,0.21000,0.76054,0.92787,1.00000,0.00091,0.05000,0.00000,0.00501,0.20483,0.20000
1.442,0,1.021,1127,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,-0.0006,1.0000,0,10.000,2,0.00182,0.20000,0.76073,0.92954,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20422,0.20000
1.444,0,1.008,1136,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0021,1.0000,0,10.000,2,0.02176,0.21000,0.76307,0.90706,1.00000,0.00089,0.05000,0.00000,0.00501,0.20495,0.20000
1.446,0,0.988,1122,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0034,1.0000,0,10.000,2,0.00799,0.20000,0.76393,0.90306,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20433,0.20000
1.449,0,0.988,1108,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0019,1.0000,0,10.000,2,-0.01232,0.21000,0.76259,0.91157,1.00000,0.00089,0.05000,0.00000,0.00501,0.20504,0.20000
1.451,0,0.990,1097,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0046,1.0000,0,10.000,2,-0.01248,0.20000,0.76122,0.92629,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20441,0.20000
1.453,0,0.991,1086,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0018,1.0000,0,10.000,2,-0.01083,0.21000,0.76004,0.93356,1.00000,0.00091,0.05000,0.00000,0.00501,0.20511,0.20000
1.455,0,0.990,1074,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0030,1.0000,0,10.000,2,-0.01004,0.20000,0.75895,0.94625,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20447,0.20000
1.457,0,1.007,1081,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0046,1.0000,0,10.000,2,-0.01106,0.21000,0.75774,0.95385,1.00000,0.00093,0.05000,0.00000,0.00501,0.20516,0.20000
1.459,0,0.995,1076,0.400,20.000,20.451,20.000,0.0,1.0011,20.000,0.0024,1.0000,0,10.000,2,0.00839,0.20000,0.75865,0.94912,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20451,0.20000
1.461,0,0.977,1050,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0024,1.0000,0,10.000,2,-0.00647,0.20000,0.75794,0.95230,1.00000,0.00093,0.00000,0.00000,0.00501,0.20395,0.20000
1.463,0,1.001,1051,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0040,1.0000,0,10.000,2,-0.02419,0.21000,0.75529,0.97321,1.00000,0.00095,0.05000,0.00000,0.00501,0.20471,0.20000
1.466,0,1.021,1073,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0059,0.9983,0,10.000,2,0.00191,0.20000,0.75550,0.97496,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20412,0.20000
1.468,0,1.013,1087,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0015,1.0000,0,10.000,2,0.02093,0.21000,0.75774,0.95222,1.00000,0.00093,0.05000,0.00000,0.00501,0.20485,0.20000
1.470,0,1.024,1114,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0032,1.0000,0,10.000,2,0.01305,0.20000,0.75915,0.94334,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20425,0.20000
1.472,0,1.005,1120,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0036,0.9981,0,10.000,2,0.02484,0.21000,0.76181,0.91775,1.00000,0.00090,0.05000,0.00000,0.00501,0.20497,0.20000
1.474,0,0.989,1107,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,0.0014,1.0000,0,10.000,2,0.00539,0.20000,0.76239,0.91605,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20435,0.20000
