t_s,option,cwnd_mult,cwnd,avg_thr_mbps,avg_urtt_ms,srtt_ms,min_rtt_ms,loss_ratio,reward,kalman_rtt_ms,act_mu,act_sig,agent_id,fair_bw_mbps,active_flows,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.476,0,0.977,1080,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0036,1.0000,0,10.000,2,-0.01250,0.21000,0.76103,0.92484,1.00000,0.00090,0.05000,0.00000,0.00501,0.20505,0.20000
1.479,0,1.002,1081,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,-0.02441,0.20000,0.75835,0.95126,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20442,0.20000
1.480,0,1.000,1082,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0026,1.0000,0,10.000,2,0.00185,0.21000,0.75855,0.94657,1.00000,0.00093,0.05000,0.00000,0.00501,0.20512,0.20000
1.482,0,1.008,1092,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0039,1.0000,0,10.000,2,0.00185,0.20000,0.75875,0.94805,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20448,0.20000
1.484,0,1.012,1107,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,0.00923,0.20000,0.75975,0.93645,1.00000,0.00091,0.00000,0.00000,0.00501,0.20392,0.20000
1.487,0,1.001,1110,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0002,1.0000,0,10.000,2,0.01372,0.21000,0.76122,0.92124,1.00000,0.00090,0.05000,0.00000,0.00501,0.20468,0.20000
1.490,0,0.981,1089,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,0.00271,0.20000,0.76152,0.92218,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20409,0.20000
1.492,0,0.976,1063,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,-0.01980,0.21000,0.75935,0.93812,1.00000,0.00092,0.05000,0.00000,0.00501,0.20483,0.20000
1.494,0,0.984,1046,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0052,0.9993,0,10.000,2,-0.02388,0.20000,0.75673,0.96454,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20423,0.20000
1.496,0,1.020,1067,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0050,0.9979,0,10.000,2,-0.01599,0.21000,0.75498,0.97733,1.00000,0.00096,0.05000,0.00000,0.00501,0.20495,0.20000
1.499,0,0.978,1044,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0016,1.0000,0,10.000,2,0.02103,0.20000,0.75724,0.96058,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20433,0.20000
1.500,0,0.981,1024,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,-0.02247,0.21000,0.75477,0.97969,1.00000,0.00096,0.05000,0.00000,0.00501,0.20504,0.20000
1.503,0,0.982,1005,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0019,1.0000,0,10.000,2,-0.01916,0.20000,0.75267,1.00000,0.99771,0.00098,-0.04762,0.00000,0.00501,0.20441,0.20000
1.505,0,1.000,1023,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0024,1.0000,0,10.000,2,0.00000,0.21000,0.75267,0.99921,1.00000,0.00098,0.05000,0.00000,0.00501,0.20511,0.20000
1.508,0,0.982,1005,0.400,20.000,20.447,20.000,0.0,0.9988,20.000,0.0037,1.0000,0,10.000,2,0.00000,0.20000,0.75267,0.99770,0.99738,0.00098,-0.04762,0.00000,0.00499,0.20447,0.20000
1.509,0,0.976,999,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0041,1.0000,0,10.000,2,0.00000,0.21000,0.75267,0.99951,1.00000,0.00000,0.05000,0.00000,0.00501,0.20516,0.20000
1.511,0,1.020,1044,0.000,0.000,20.516,20.000,0.0,0.0000,20.000,0.0047,0.9997,0,10.000,2,0.00000,0.00000,0.75267,0.00000,0.99712,0.00098,-1.00000,0.00000,0.00000,0.20516,0.20000
1.513,0,1.010,1055,0.399,20.000,20.452,20.000,0.0,0.9985,20.000,0.0020,1.0000,0,10.000,2,0.01953,0.20000,0.75477,0.98108,1.00000,0.00096,-0.04762,0.00000,0.00499,0.20452,0.20000
1.515,0,1.021,1079,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0032,1.0000,0,10.000,2,0.01149,0.20000,0.75601,0.96944,1.00000,0.00095,0.00000,0.00000,0.00501,0.20395,0.20000
1.519,0,1.015,1097,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,-0.0001,1.0000,0,10.000,2,0.02273,0.21000,0.75845,0.94528,1.00000,0.00093,0.05000,0.00000,0.00501,0.20471,0.20000
1.521,0,0.983,1078,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0024,1.0000,0,10.000,2,0.01574,0.20000,0.76014,0.93408,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20412,0.20000
1.524,0,0.989,1065,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0008,1.0000,0,10.000,2,-0.01823,0.21000,0.75815,0.94869,1.00000,0.00093,0.05000,0.00000,0.00501,0.20485,0.20000
1.526,0,0.993,1058,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0039,0.9985,0,10.000,2,-0.01114,0.20000,0.75693,0.96283,1.00000,0.00094,-0.04762,0.00000,0.00501,0.20425,0.20000
1.528,0,1.020,1079,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0005,1.0000,0,10.000,2,-0.00751,0.21000,0.75611,0.96725,1.00000,0.00095,0.05000,0.00000,0.00501,0.20497,0.20000
1.530,0,0.988,1066,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,0.0003,1.0000,0,10.000,2,0.02081,0.20000,0.75835,0.95086,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20435,0.20000
1.532,0,1.012,1079,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0035,0.9973,0,10.000,2,-0.01297,0.21000,0.75693,0.96044,1.00000,0.00094,0.05000,0.00000,0.00501,0.20505,0.20000
1.534,0,1.008,1088,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0010,1.0000,0,10.000,2,0.01315,0.20000,0.75835,0.95126,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20442,0.20000
1.536,0,1.004,1094,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0032,1.0000,0,10.000,2,0.00927,0.21000,0.75935,0.93962,1.00000,0.00092,0.05000,0.00000,0.00501,0.20512,0.20000
1.537,0,0.979,1071,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0040,0.9988,0,10.000,2,0.00459,0.20000,0.75985,0.93852,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20448,0.20000
1.539,0,1.022,1094,0.400,21.000,20.517,20.000,0.0,0.9080,20.000,0.0042,0.9989,0,10.000,2,-0.02194,0.21000,0.75744,0.95658,1.00000,0.00093,0.05000,0.00000,0.00501,0.20517,0.20000
1.541,0,1.008,1103,0.400,20.000,20.452,20.000,0.0,1.0011,20.000,-0.0007,1.0000,0,10.000,2,0.02243,0.20000,0.75985,0.93875,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20452,0.20000
1.543,0,0.999,1103,0.400,20.000,20.396,20.000,0.0,1.0011,20.000,-0.0006,1.0000,0,10.000,2,0.00914,0.20000,0.76083,0.92732,1.00000,0.00091,0.00000,0.00000,0.00501,0.20396,0.20000
1.546,0,0.978,1078,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0031,0.9989,0,10.000,2,-0.00091,0.21000,0.76073,0.92559,1.00000,0.00091,0.05000,0.00000,0.00501,0.20471,0.20000
1.548,0,0.995,1072,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0018,1.0000,0,10.000,2,-0.02267,0.20000,0.75825,0.95057,1.00000,0.00093,-0.04762,0.00000,0.00501,0.20412,0.20000
1.550,0,0.980,1049,0.400,21.000,20.486,20.000,0.0,0.9080,20.000,0.0049,0.9982,0,10.000,2,-0.00649,0.21000,0.75754,0.95403,1.00000,0.00093,0.05000,0.00000,0.00501,0.20486,0.20000
1.552,0,1.021,1070,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0020,1.0000,0,10.000,2,-0.02148,0.20000,0.75519,0.97847,1.00000,0.00095,-0.04762,0.00000,0.00501,0.20425,0.20000
1.554,0,1.013,1086,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0035,1.0000,0,10.000,2,0.02195,0.21000,0.75754,0.95462,1.00000,0.00093,0.05000,0.00000,0.00501,0.20497,0.20000
1.556,0,0.993,1079,0.400,20.000,20.435,20.000,0.0,1.0011,20.000,0.0054,0.9987,0,10.000,2,0.01494,0.20000,0.75915,0.94388,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20435,0.20000
1.558,0,1.004,1084,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0054,0.9991,0,10.000,2,-0.00736,0.21000,0.75835,0.94799,1.00000,0.00093,0.05000,0.00000,0.00501,0.20505,0.20000
1.560,0,0.999,1083,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0018,1.0000,0,10.000,2,0.00463,0.20000,0.75885,0.94688,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20442,0.20000
1.562,0,1.008,1091,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0000,1.0000,0,10.000,2,-0.00185,0.21000,0.75865,0.94571,1.00000,0.00092,0.05000,0.00000,0.00501,0.20512,0.20000
1.563,0,1.016,1109,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0046,0.9972,0,10.000,2,0.00832,0.20000,0.75955,0.94111,1.00000,0.00092,-0.04762,0.00000,0.00501,0.20448,0.20000
1.566,0,1.006,1117,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0013,1.0000,0,10.000,2,0.01742,0.20000,0.76142,0.92211,1.00000,0.00090,0.00000,0.00000,0.00501,0.20392,0.20000
1.568,0,1.021,1141,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0046,0.9982,0,10.000,2,0.00631,0.21000,0.76210,0.91382,1.00000,0.00090,0.05000,0.00000,0.00501,0.20468,0.20000
1.571,0,0.985,1124,0.400,20.000,20.410,20.000,0.0,1.0011,20.000,0.0026,1.0000,0,10.000,2,0.02149,0.20000,0.76441,0.89794,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20410,0.20000
1.572,0,0.998,1121,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0001,1.0000,0,10.000,2,-0.01490,0.21000,0.76278,0.90891,1.00000,0.00089,0.05000,0.00000,0.00501,0.20483,0.20000
1.574,0,1.019,1142,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0030,1.0000,0,10.000,2,-0.00356,0.20000,0.76239,0.91546,1.00000,0.00089,-0.04762,0.00000,0.00501,0.20423,0.20000
1.575,0,1.011,1155,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0014,1.0000,0,10.000,2,0.01964,0.21000,0.76450,0.89517,1.00000,0.00088,0.05000,0.00000,0.00501,0.20495,0.20000
1.577,0,1.020,1180,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0044,0.9986,0,10.000,2,0.01226,0.20000,0.76583,0.88746,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20433,0.20000
1.579,0,0.989,1166,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0021,0.9985,0,10.000,2,0.02076,0.21000,0.76805,0.86678,1.00000,0.00085,0.05000,0.00000,0.00501,0.20504,0.20000
1.581,0,1.024,1195,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0035,0.9988,0,10.000,2,-0.01186,0.20000,0.76676,0.88023,1.00000,0.00086,-0.04762,0.00000,0.00501,0.20441,0.20000
1.583,0,0.980,1172,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0016,1.0000,0,10.000,2,0.02573,0.21000,0.76952,0.85551,1.00000,0.00084,0.05000,0.00000,0.00501,0.20511,0.20000
1.585,0,0.986,1155,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0021,1.0000,0,10.000,2,-0.02007,0.20000,0.76732,0.87602,1.00000,0.00085,-0.04762,0.00000,0.00501,0.20447,0.20000
1.587,0,1.006,1163,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,-0.01451,0.20000,0.76573,0.88614,1.00000,0.00087,0.00000,0.00000,0.00501,0.20391,0.20000
1.589,0,1.017,1184,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0049,1.0000,0,10.000,2,0.00693,0.21000,0.76648,0.87764,1.00000,0.00086,0.05000,0.00000,0.00501,0.20467,0.20000
1.592,0,1.018,1207,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0013,1.0000,0,10.000,2,0.01892,0.20000,0.76851,0.86456,1.00000,0.00084,-0.04762,0.00000,0.00501,0.20409,0.20000
1.594,0,1.024,1237,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0019,1.0000,0,10.000,2,0.01941,0.21000,0.77060,0.84568,1.00000,0.00083,0.05000,0.00000,0.00501,0.20483,0.20000
1.596,0,1.002,1240,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,0.02483,0.20000,0.77326,0.82818,1.00000,0.00081,-0.04762,0.00000,0.00501,0.20422,0.20000
1.598,0,0.991,1229,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0023,1.0000,0,10.000,2,0.00162,0.21000,0.77343,0.82441,1.00000,0.00081,0.05000,0.00000,0.00501,0.20495,0.20000
1.600,0,0.981,1206,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0002,1.0000,0,10.000,2,-0.00887,0.20000,0.77247,0.83473,1.00000,0.00081,-0.04762,0.00000,0.00501,0.20433,0.20000
1.601,0,0.989,1191,0.000,0.000,20.433,20.000,0.0,0.0000,20.000,0.0030,0.9997,0,10.000,2,-0.01953,0.00000,0.77033,0.00000,1.00000,0.00083,-1.00000,0.00000,0.00000,0.20433,0.20000
1.603,0,0.988,1175,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0041,0.9985,0,10.000,2,-0.01245,0.21000,0.76897,0.85948,1.00000,0.00084,0.05000,0.00000,0.00501,0.20504,0.20000
1.605,0,0.983,1154,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0046,0.9987,0,10.000,2,-0.01261,0.20000,0.76759,0.87347,1.00000,0.00085,-0.04762,0.00000,0.00501,0.20441,0.20000
1.607,0,0.987,1137,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0023,1.0000,0,10.000,2,-0.01872,0.21000,0.76554,0.88741,1.00000,0.00087,0.05000,0.00000,0.00501,0.20511,0.20000
1.609,0,0.983,1116,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0002,1.0000,0,10.000,2,-0.01474,0.20000,0.76393,0.90377,1.00000,0.00088,-0.04762,0.00000,0.00501,0.20447,0.20000
1.611,0,0.979,1092,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0047,0.9983,0,10.000,2,-0.01761,0.20000,0.76201,0.91710,1.00000,0.00090,0.00000,0.00000,0.00501,0.20391,0.20000
1.613,0,1.007,1100,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0026,1.0000,0,10.000,2,-0.02240,0.21000,0.75955,0.93555,1.00000,0.00092,0.05000,0.00000,0.00501,0.20467,0.20000
1.615,0,0.982,1081,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0035,1.0000,0,10.000,2,0.00917,0.20000,0.76054,0.93052,1.00000,0.00091,-0.04762,0.00000,0.00501,0.20409,0.20000
1.617,0,1.021,1104,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0036,1.0000,0,10.000,2,-0.01817,0.21000,0.75855,0.94503,1.00000,0.00093,0.05000,0.00000,0.00501,0.20483,0.20000
1.618,0,1.023,1131,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0035,0.9990,0,10.000,2,0.02220,0.20000,0.76093,0.92785,1.00000,0.00090,-0.04762,0.00000,0.00501,0.20422,0.20000
1.620,0,1.021,1156,0.400,21.000,20.494,20.000,0.0,0.9080,20.000,-0.0000,1.0000,0,10.000,2,0.02443,0.21000,0.76355,0.90305,1.00000,0.00088,0.05000,0.00000,0.00501,0.20494,0.20000
1.624,0,1.006,1165,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,-0.0003,1.0000,0,10.000,2,0.02208,0.20000,0.76592,0.88667,1.00000,0.00086,-0.04762,0.00000,0.00501,0.20433,0.20000
1.625,0,0.989,1152,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,-0.0004,1.0000,0,10.000,2,0.00691,0.21000,0.76667,0.87792,1.00000,0.00086,0.05000,0.00000,0.00501,0.20504,0.20000
1.627,0,0.983,1131,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0032,0.9988,0,10.000,2,-0.01202,0.20000,0.76535,0.89168,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20441,0.20000
1.629,0,1.015,1149,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,-0.01738,0.21000,0.76345,0.90467,1.00000,0.00088,0.05000,0.00000,0.00501,0.20511,0.20000
1.631,0,1.023,1177,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,-0.0013,1.0000,0,10.000,2,0.01680,0.20000,0.76526,0.89276,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20447,0.20000
1.633,0,0.979,1151,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0034,1.0000,0,10.000,2,0.02348,0.21000,0.76778,0.86957,1.00000,0.00085,0.05000,0.00000,0.00501,0.20516,0.20000
1.635,0,0.999,1148,0.400,20.000,20.451,20.000,0.0,1.0011,20.000,0.0035,0.9998,0,10.000,2,-0.02294,0.20000,0.76526,0.89299,1.00000,0.00087,-0.04762,0.00000,0.00501,0.20451,0.20000
1.637,0,1.018,1168,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0022,1.0000,0,10.000,2,-0.00261,0.20000,0.76498,0.89252,1.00000,0.00087,0.00000,0.00000,0.00501,0.20395,0.20000
1.639,0,1.021,1193,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0006,1.0000,0,10.000,2,0.01831,0.21000,0.76695,0.87405,1.00000,0.00086,0.05000,0.00000,0.00501,0.20471,0.20000
1.640,0,1.012,1209,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0015,1.0000,0,10.000,2,0.02226,0.20000,0.76933,0.85819,1.00000,0.00084,-0.04762,0.00000,0.00501,0.20412,0.20000
1.642,0,0.995,1204,0.400,21.000,20.485,20.000,0.0,20.9080,20.000,0.0023,1.0000,0,10.000,2,0.01340,0.21000,0.77078,0.84441,1.00000,0.00083,0.05000,0.00000,0.00501,0.20485,0.20000
1.646,0,1.021,1230,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0031,1.0000,0,10.000,2,-0.00496,0.20000,0.77024,0.85167,1.00000,0.00083,-0.04762,0.00000,0.00501,0.20425,0.20000
1.647,0,1.024,1260,0.400,21.000,20.497,20.000,0.0,0.9080,20.000,0.0016,1.0000,0,10.000,2,0.02159,0.21000,0.77256,0.83120,1.00000,0.00081,0.05000,0.00000,0.00501,0.20497,0.20000
1.649,0,1.022,1289,0.400,20.000,20.434,20.000,0.0,1.0011,20.000,0.0039,1.0000,0,10.000,2,0.02520,0.20000,0.77526,0.81362,1.00000,0.00079,-0.04762,0.00000,0.00501,0.20434,0.20000
1.651,0,0.998,1285,0.400,21.000,20.505,20.000,0.0,0.9080,20.000,0.0052,0.9978,0,10.000,2,0.02220,0.21000,0.77764,0.79354,1.00000,0.00078,0.05000,0.00000,0.00501,0.20505,0.20000
1.653,0,1.024,1317,0.400,20.000,20.442,20.000,0.0,1.0011,20.000,0.0003,1.0000,0,10.000,2,-0.00310,0.20000,0.77730,0.79876,1.00000,0.00078,-0.04762,0.00000,0.00501,0.20442,0.20000
1.655,0,1.000,1316,0.400,21.000,20.512,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,0.02490,0.21000,0.77997,0.77695,1.00000,0.00076,0.05000,0.00000,0.00501,0.20512,0.20000
1.657,0,1.025,1348,0.400,20.000,20.448,20.000,0.0,1.0011,20.000,0.0041,0.9996,0,10.000,2,-0.00152,0.20000,0.77981,0.78079,1.00000,0.00076,-0.04762,0.00000,0.00501,0.20448,0.20000
1.659,0,0.986,1329,0.400,20.000,20.392,20.000,0.0,1.0011,20.000,0.0021,0.9984,0,10.000,2,0.02510,0.20000,0.78249,0.75930,1.00000,0.00074,0.00000,0.00000,0.00501,0.20392,0.20000
1.661,0,0.985,1308,0.400,21.000,20.468,20.000,0.0,0.9080,20.000,0.0018,1.0000,0,10.000,2,-0.01409,0.21000,0.78095,0.76805,1.00000,0.00075,0.05000,0.00000,0.00501,0.20468,0.20000
1.663,0,1.002,1310,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0032,1.0000,0,10.000,2,-0.01655,0.20000,0.77914,0.78389,1.00000,0.00077,-0.04762,0.00000,0.00501,0.20409,0.20000
1.665,0,0.999,1308,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0038,1.0000,0,10.000,2,0.00230,0.21000,0.77939,0.77986,1.00000,0.00076,0.05000,0.00000,0.00501,0.20483,0.20000
1.667,0,0.980,1280,0.400,20.000,20.423,20.000,0.0,1.0011,20.000,0.0047,0.9998,0,10.000,2,-0.00229,0.20000,0.77914,0.78447,1.00000,0.00077,-0.04762,0.00000,0.00501,0.20423,0.20000
1.670,0,1.007,1290,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0053,0.9981,0,10.000,2,-0.02066,0.21000,0.77688,0.79866,1.00000,0.00078,0.05000,0.00000,0.00501,0.20495,0.20000
1.672,0,0.992,1279,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0027,1.0000,0,10.000,2,0.00781,0.20000,0.77772,0.79527,1.00000,0.00078,-0.04762,0.00000,0.00501,0.20433,0.20000
1.673,0,1.019,1304,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0017,1.0000,0,10.000,2,-0.00853,0.21000,0.77679,0.79969,1.00000,0.00078,0.05000,0.00000,0.00501,0.20504,0.20000
1.675,0,0.997,1299,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0027,1.0000,0,10.000,2,0.01955,0.20000,0.77889,0.78707,1.00000,0.00077,-0.04762,0.00000,0.00501,0.20441,0.20000
1.677,0,0.983,1275,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0031,1.0000,0,10.000,2,-0.00460,0.21000,0.77839,0.78828,1.00000,0.00077,0.05000,0.00000,0.00501,0.20511,0.20000
1.679,0,0.978,1245,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0054,0.9987,0,10.000,2,-0.01849,0.20000,0.77637,0.80588,1.00000,0.00078,-0.04762,0.00000,0.00501,0.20447,0.20000
1.681,0,0.998,1241,0.400,20.000,20.391,20.000,0.0,1.0011,20.000,0.0034,0.9987,0,10.000,2,-0.02355,0.20000,0.77378,0.82274,1.00000,0.00080,0.00000,0.00000,0.00501,0.20391,0.20000
1.683,0,1.016,1260,0.400,21.000,20.467,20.000,0.0,0.9080,20.000,0.0044,1.0000,0,10.000,2,-0.00322,0.21000,0.77343,0.82314,1.00000,0.00081,0.05000,0.00000,0.00501,0.20467,0.20000
1.685,0,1.016,1280,0.400,20.000,20.409,20.000,0.0,1.0011,20.000,0.0012,1.0000,0,10.000,2,0.01613,0.20000,0.77517,0.81310,1.00000,0.00079,-0.04762,0.00000,0.00501,0.20409,0.20000
1.687,0,0.990,1267,0.400,21.000,20.483,20.000,0.0,0.9080,20.000,0.0036,0.9998,0,10.000,2,0.01667,0.21000,0.77696,0.79749,1.00000,0.00078,0.05000,0.00000,0.00501,0.20483,0.20000
1.689,0,0.976,1236,0.400,20.000,20.422,20.000,0.0,1.0011,20.000,0.0013,1.0000,0,10.000,2,-0.01093,0.20000,0.77577,0.80922,1.00000,0.00079,-0.04762,0.00000,0.00501,0.20422,0.20000
1.691,0,1.014,1254,0.000,0.000,20.422,20.000,0.0,0.0000,20.000,0.0000,1.0000,0,10.000,2,-0.02447,0.00000,0.77308,0.00000,1.00000,0.00081,-1.00000,0.00000,0.00000,0.20422,0.20000
1.693,0,1.002,1258,0.400,21.000,20.495,20.000,0.0,0.9080,20.000,0.0024,1.0000,0,10.000,2,0.01537,0.21000,0.77474,0.81455,1.00000,0.00080,0.05000,0.00000,0.00501,0.20495,0.20000
1.695,0,1.002,1262,0.400,20.000,20.433,20.000,0.0,1.0011,20.000,0.0027,1.0000,0,10.000,2,0.00319,0.20000,0.77508,0.81483,1.00000,0.00079,-0.04762,0.00000,0.00501,0.20433,0.20000
1.697,0,1.011,1278,0.400,21.000,20.504,20.000,0.0,0.9080,20.000,0.0033,1.0000,0,10.000,2,0.00318,0.21000,0.77543,0.80980,1.00000,0.00079,0.05000,0.00000,0.00501,0.20504,0.20000
1.699,0,0.989,1264,0.400,20.000,20.441,20.000,0.0,1.0011,20.000,0.0023,1.0000,0,10.000,2,0.01267,0.20000,0.77679,0.80245,1.00000,0.00078,-0.04762,0.00000,0.00501,0.20441,0.20000
1.702,0,0.993,1254,0.400,21.000,20.511,20.000,0.0,0.9080,20.000,0.0020,0.9996,0,10.000,2,-0.01251,0.21000,0.77543,0.81012,1.00000,0.00079,0.05000,0.00000,0.00501,0.20511,0.20000
1.704,0,0.992,1244,0.400,20.000,20.447,20.000,0.0,1.0011,20.000,0.0017,1.0000,0,10.000,2,-0.00713,0.20000,0.77465,0.81872,1.00000,0.00080,-0.04762,0.00000,0.00501,0.20447,0.20000
1.706,0,1.010,1257,0.400,21.000,20.516,20.000,0.0,0.9080,20.000,0.0024,1.0000,0,10.000,2,-0.00797,0.21000,0.77378,0.82274,1.00000,0.00080,0.05000,0.00000,0.00501,0.20516,0.20000
1.708,0,0.999,1255,0.400,20.000,20.451,20.000,0.0,1.0011,20.000,0.0041,1.0000,0,10.000,2,0.01045,0.20000,0.77491,0.81698,1.00000,0.00080,-0.04762,0.00000,0.00501,0.20451,0.20000
1.710,0,1.013,1271,0.400,20.000,20.395,20.000,0.0,1.0011,20.000,0.0050,0.9992,0,10.000,2,-0.00239,0.20000,0.77465,0.81636,1.00000,0.00080,0.00000,0.00000,0.00501,0.20395,0.20000
1.712,0,1.019,1296,0.400,21.000,20.471,20.000,0.0,0.9080,20.000,0.0009,1.0000,0,10.000,2,0.01435,0.21000,0.77620,0.80259,1.00000,0.00079,0.05000,0.00000,0.00501,0.20471,0.20000
1.714,0,1.011,1311,0.400,20.000,20.412,20.000,0.0,1.0011,20.000,0.0005,1.0000,0,10.000,2,0.01965,0.20000,0.77831,0.79004,1.00000,0.00077,-0.04762,0.00000,0.00501,0.20412,0.20000
1.716,0,0.996,1307,0.400,21.000,20.485,20.000,0.0,0.9080,20.000,0.0028,1.0000,0,10.000,2,0.01157,0.21000,0.77956,0.77876,1.00000,0.00076,0.05000,0.00000,0.00501,0.20485,0.20000
1.718,0,0.989,1293,0.400,20.000,20.425,20.000,0.0,1.0011,20.000,0.0019,1.0000,0,10.000,2,-0.00381,0.20000,0.77914,0.78456,1.00000,0.00077,-0.04762,0.00000,0.00501,0.20425,0.20000
