episode,environment,bw,delay,scheduled,schedule_changes,episode_type,flows,return,elapsed_s,episode_wall_s,completed_at
0,astraea_smoke,20.0,20.0,0,0,0_changes,2,1089.7725,4.273,4.265,2026-06-22 17:36:01 +0100
