completion_ratio,dropped_frame_ratio,dropped_frames,fraction_buffer_below_1s,fraction_buffer_below_2s,fraction_buffer_below_5s,label,max_stall_ms,mean_buffer_s,mean_stall_ms,median_buffer_s,minimum_buffer_s,p05_buffer_s,played_media_s,rebuffer_ratio,run_id,stall_count,stall_free,startup_delay_ms,target_media_s,time_to_first_stall_s,total_frames,total_stall_ms
1.0,0.0,0,0.0,0.02459016393442623,0.6557377049180327,smoke-test-6,0.0,4.434284131147541,0.0,4.3715475,1.84581,2.34593155,30.406904,0.0,20260714-213406-33162c92,0,True,1810.9000000953674,30.0,,725,0
